id,name,address,overview,feature1,feature2,feature3,reviews,region,link,hours,fee,taken_time,,,,,,,,,,,,,
43,서귀포매일올레시장,제주특별자치도 서귀포시 중앙로62번길 18,서귀포에 위치한 제주의 대표적인 전통시장,서귀포 물류의 중심지에 해당되는 제주의 대표적인 전통시장이다,"대표 먹거리로 4대 명물이라 불리는 오메기떡, 통닭, 꽁치김밥, 모닥치기가 있다",올레야시장은 서귀포 유일의 야시장으로 오후 17시부터 늦은 밤까지 운영한다,1335,south,https://map.naver.com/p/entry/place/13571992,07:00 ~ 20:00,무료,1시간,,,,,,,,,,,,,
44,성산일출봉,제주특별자치도 서귀포시 성산읍 성산리 78,제주의 아름다운 해맞이 명소,정상에 오르면 푸른 바다와 한라산이 한눈에 들어오며 아름다운 일출을 볼 수 있다,"정상에 이르는 가파른 계단 길은 숨이 가쁘나, 넉넉히 20분이면 꼭대기에 다다른다",천연기념물로 지정되어 있으며 유네스코 세계자연유산에 등재되었다,1119,east,https://map.naver.com/p/entry/place/11491438,07:30 ~ 19:00,5000원,1시간,,,,,,,,,,,,,
45,아르떼뮤지엄 제주,제주특별자치도 제주시 애월읍 어림비로 478,국내 최대의 몰입형 미디어 아트 뮤지엄,"벽과 바닥이 스크린으로, 최신기술을 활용한 미디어아트의 세계가 펼쳐진다",빛과 소리가 만드는 영원한 자연을 테마로 하는 11개의 다채로운 작품이 있다,과거 스피커 제조 공장으로 사용되던 공간을 업사이클링하여 선보인 공간이다,21331,west,https://map.naver.com/p/entry/place/1669734880,10:00 ~ 20:00,17000원,1시간,,,,,,,,,,,,,
46,비밀의숲,제주특별자치도 제주시 구좌읍 송당리 2173,상쾌한 피톤치드 향기를 맡으며 힐링하기 좋은 숲,양쪽으로 펼쳐진 나무 사이로 오솔길이 난 이색적인 풍경으로 유명하다,트레킹 하기 좋은 '안돌 오름' 인근에 위치한 편백나무 숲이다,"총 7개의 코스로 나뉘어 편백나무 숲, 목초지, 돌담 사이 통로 등의 다양한 풍경을 즐길 수 있다",2716,east,https://map.naver.com/p/entry/place/1104457165,09:00 ~ 17:00,3000원,1시간,,,,,,,,,,,,,
47,수목원길 야시장,제주특별자치도 제주시 연동 1320-2,제주의 밤을 화려하게 밝히는 숲 속 야시장,복합테마파크 형태이며 소나무군락지에 조성된 야시장이다,"숲 속을 밝힌 LED 조명과 푸드트럭, 프리마켓, 포토존마다 아기자기한 콘텐츠가 넘친다.","테마파크가 자랑하는 아이스뮤지엄과 VR체험관, 5D영상 관람관도 있다",139,north,https://map.naver.com/p/entry/place/1975398348,18:00 ~ 23:00,무료,1시간,,,,,,,,,,,,,
48,월정리해수욕장,제주특별자치도 제주시 구좌읍 월정리 33-3,바다 물색이 예쁘며 카페가 많은 늘어서있는 해변,수심이 얕은 편이기 때문에 아이를 동반한 가족들이 물놀이를 즐기기 좋다,해수욕장을 따라 분위기 좋은 카페들이 모인 카페거리가 있다,일정한 높이의 파도가 들어오며 서핑 등 다양한 수상레포츠를 즐기는 관광객이 많다,92,east,https://map.naver.com/p/entry/place/20561777,상시개방,무료,1시간,,,,,,,,,,,,,
49,보롬왓,제주특별자치도 서귀포시 표선면 번영로 2350-104,계절꽃을 만날 수 있는 카페,매 계절마다 달라지는 제주 꽃밭을 한아름 만끽할 수 있다,"갓 구워진 빵과 음료를 판매하며 대표메뉴로는 보롬커피, 보롬라떼, 눈꽃자몽이 있다",정원에 위치한 아름다운 꽃들을 배경으로 소중한 사진을 남기기 좋다,333,east,https://map.naver.com/p/entry/place/38780397,09:00 ~ 18:00,6000원,1시간,,,,,,,,,,,,,
50,신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1,줄지어 서 있는 풍차를 만날 수 있는 해안도로,구불구불 해안선을 따라 하얀 풍차와 에메랄드빛 바다를 볼 수 있다,"생태체험장이라는 이름의 산책 코스이 있으며  자바리상과 원담체험장, 휴게 공간이 마련되어 있다",아름다운 일몰로도 손꼽히는 장소이다,38,west,https://map.naver.com/p/entry/place/17040007,상시개방,무료,30분,,,,,,,,,,,,,
51,산굼부리,제주특별자치도 제주시 조천읍 교래리 166-2,제주돌길을 따라 아름다운 억새를 구경할 수 있는 오름,잘 다듬어진 돌길이 있으며 경사가 높지 않아 천천히 산책하듯 걷기 좋다,가을에 광활한 억새가 만개하는 곳으로 유명하다,정상에서 주변의 성산일출봉과 오름들을 구경할 수 있다,7241,east,https://map.naver.com/p/entry/place/11491425,09:00 ~ 17:40,6000원,1시간,,,,,,,,,,,,,
52,도두봉,제주특별자치도 제주시 도두일동 산 2,시원한 바닷바람을 맞으며 제주의 야경을 즐길 수 있는 오름,제주 공항 바로 옆의 오름으로 경사가 완만하며 오르기 쉽다,비행기의 이착륙과 바다 전망을 볼 수 있다,삼각형 틈 사이로 바다와 함께 사진을 찍을 수 있는 키세스 존 포토스팟으로 유명하다,33,north,https://map.naver.com/p/entry/place/13481038,상시개방,무료,30분,,,,,,,,,,,,,
53,김녕해수욕장,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,아름다운 바다 풍경이 펼쳐진 해변,에메랄드 빛의 바다색과 고운 모래사장으로 유명하다,"주변에 야영장, 화장실, 탈의실, 샤워장과 같은 시설이 잘 갖추어져 있다","캠핑, 윈드서핑, 수상스키 등의 수상레저를 즐기기에 좋다",122,east,https://map.naver.com/p/entry/place/13491485,상시개방,무료,1시간,,,,,,,,,,,,,
54,용눈이오름,제주특별자치도 제주시 구좌읍 종달리 산 28,능선의 아름다움을 뽐내는 오름,"15분이면 정상에 오르며, 경사도가 완만해서 남녀노소 누구나 걷기에 편하다",부드러운 능선이 유독 아름다워 많은 사진 작가들이 찾는다,"봄, 여름에는 잔디가 가을, 겨울에는 억새로 뒤덮인다",64,east,https://map.naver.com/p/entry/place/13529824,상시개방,무료,1시간,,,,,,,,,,,,,
55,성이시돌목장,제주특별자치도 제주시 한림읍 금악동길 35,아름다운 풍경이 있는 목장,말과 젖소를 방목해서 사육하고 있는 곳이다,목장 안의 카페에서 목장에서 나는 유기농 우유로 만든 아이스크림을 즐길 수 있다,기념품 숍에서 목장에서 직접 만든 우유와 치즈 등을 구매할 수 있다,0,west,https://map.naver.com/p/entry/place/12049000,상시개방,무료,1시간,,,,,,,,,,,,,
56,세화해수욕장,제주특별자치도 제주시 구좌읍 해녀박물관길 27,아름다운 바다와 함께 즐기는 오일장과 플리마켓,하얀 모래와 검은 현무암이 에메랄드빛 바다와 아름다운 조화를 이루는 곳이다,바닷가 바로 옆에서 동부지역에서 가장 규모가 큰 세화민속오일장이 열린다,100여 팀 정도가 참여하는 큰 플리마켓 벨롱장으로 유명하다,64,east,https://map.naver.com/p/entry/place/13491684,상시개방,무료,1시간,,,,,,,,,,,,,
57,도치돌알파카목장,제주특별자치도 제주시 애월읍 도치돌길 303,애월 숲속에 자리한 제주 유일의 알파카전문목장,"숲 속에서 알파카를 비롯 양, 염소, 말, 토끼, 닭 등의 동물들에게 먹이를 주며  교감체험을 할 수 있다",목장 내 마련된 자연 그대로의 산책로를 따라 거닐 수 있다,목장을 바라보며 힐링할 수 있는 쉼터와 카페가 있다,2429,west,https://map.naver.com/p/entry/place/1519191855,10:00 ~ 17:30,15000원,2시간,,,,,,,,,,,,,
58,제주에인감귤밭,제주특별자치도 서귀포시 호근서호로 20-14,감귤을 직접 따고 휴식을 취할 수 있는 이색 카페,약 1kg의 감귤을 직접 수확해 보는 체험을 즐길 수 있다,별도로 마련된 포토 존에서 감귤밭을 배경으로 예쁜 감성 사진을 남길 수 있다,"카페 내부에 회색 벽, 촛대 등의 인테리어로 빈티지한 감성을 느낄 수 있다",658,south,https://map.naver.com/p/entry/place/1556085331,10:00 ~ 18:00,7000원,1시간,,,,,,,,,,,,,
59,산방산,제주특별자치도 서귀포시 안덕면 사계리 산 16,아름다운 자연 경관을 볼 수 있는 용암으로 만들어진 산,산에 오르면 넓게 펼쳐진 바다와 함께 용머리 해안도 볼 수 있다,우리나라에서 보기 드문 형태의 희귀한 화산 지형이다,"중간에 '산방굴'이라는 자연 석굴이 있으며, 불상이 안치되어 있다",63,south,https://map.naver.com/p/entry/place/13491591,09:00 ~ 18:00,1000원,3시간,,,,,,,,,,,,,
60,제주동백수목원,제주특별자치도 서귀포시 남원읍 위미리 927,붉은 아기동백이 올망종망 피어있는 동백숲,산책로가 따라 천천히 거닐면서 잘 가꾸어진 꽃을 감상하고 예쁜 기념사진을 촬영하기도 좋다,12월 초부터 개화하기 시작해 12월 말이면 만개한다,다른 동백 스팟에 비해 약 50년 된 거대한 동백나무가 가장 큰 특징이다,3611,south,https://map.naver.com/p/entry/place/1311209554,09:00 ~ 17:00,8000원,1시간,,,,,,,,,,,,,
61,산방산 탄산 온천,제주특별자치도 서귀포시 안덕면 사계북로 41번길 192,"제주 최조의 대중온천이자, 국내에서 보기 힘든 탄산 온천","이 탄산 온천에서 목욕을 하면 피부 미용에 도움을 주고, 피로 회복에도 좋아, 제주 여행을 하며 쌓인 여독을 풀기에 안성맞춤이다","내부의 유리로 설계 된 실내 탕과 외부 노천탕까지 있어, 산방산과 제주 푸른 바다를 보며 입욕을 즐기기 매우 좋다","유리탄산과 중탄산이온, 나트륨 등의 주요 성분이 국내의 타 온천들에 비해 5배 이상 함유한 최대치이다",22866,south,https://map.naver.com/p/entry/place/13044022,"실내온천 - 06:00 ~ 23:00
찜질방(불가마) - 06:00 ~ 22:00
야외노천탕 - 10:00 ~ 22:00",13000원,3시간,,,,,,,,,,,,,
62,이중섭거리,제주특별자치도 서귀포시 이중섭로 4-1 (서귀동),이중섭 미술관과 이중섭 거주지를 중심으로 조성된 문화거리,40세의 젊은 나이에 요절한 천재 화가 이중섭을 기리기 위해 피난 당시 거주했던 초가를 중심으로 조성된 거리이다,"주변에는 이중섭의 삽화가 들어간 기념품 및 각종 수공예품 판매점, 편집샵, 맛집 등이 즐비해 있다",서귀포에 머물며 명작을 남긴 예술가들의 삶의 자취를 더듬어보는 작가의 산책 길도 조성되어 있다,10,south,https://map.naver.com/p/entry/place/17046195,상시개방,무료,2시간,,,,,,,,,,,,,
63,가르송티미드 제주,제주특별자치도 제주시 한림읍 한림로 542,제주도 한림에 위치한 소품샵,제주도 유명한 푸딩 가게 우무 바로 옆에 있어 함께 방문하기 좋다,"스티커, 그립톡, 머그컵, 키링, 파우치 등 트렌디하고 귀여운 소품들을 판매하고 있다",귀여운 포토존 외부와 아기자기한 인테리어의 내부를 구경할 수 있다,304,west,https://map.naver.com/p/entry/place/1092330024,10:00 ~ 18:00,평균 10000원,30분,,,,,,,,,,,,,
64,이니스프리 제주 하우스,제주특별자치도 서귀포시 안덕면 신화역사로 23,"체험과 스토리가 있는 미식이 있는 이니스프리 코스메틱 및 카페
",제주 오설록 바로 옆에 위치한 이니스프리 하우스이다," 비누만들기 체험, 스탬프 엽서 만들기 등을 할수 있으며, 이니스프리 화장품 관련 제품을 판매하고 있다","카페에서는 제주의 스토리를 담은 브런치, 디저트, 카페 음료 등을 맛 볼수 있다",10628,west,https://map.naver.com/p/entry/place/31887096,9:00 ~ 18:00,평균 10000원,2시간,,,,,,,,,,,,,
65,선녀와 나무꾼,제주특별자치도 제주시 조천읍 선교로 267,옛 추억을 회상할 수 있는 실내 테마 공원,옛 서울역의 모습을 재현한 건물로 들어서면 다양한 테마의 건물 모형에 옛날 물건들이 전시되어 있다,실내에 조성되어 있어 날씨에 관계없이 즐길 수 있다,"옛 장터 거리와 달동네 풍경, 추억의 영화마을, 추억의 학교, 농업박물관 등 다양한 테마에서 체험을 하고 추억을 남길 수 있다 ",6917,east,https://map.naver.com/p/entry/place/12870248,09:00 ~ 18:00,13000원,2시간,,,,,,,,,,,,,
66,비밀의숲,제주특별자치도 제주시 구좌읍 송당리 2173,양옆으로 높게 자란 편백나무숲이 신비로운 송당리의 핫플 비밀의숲,경관을 감상하며 산책로를 걸을 수 있다,인생 사진을 건지기 좋다,체력적으로 힘든 구간이 없어 남녀노소 방문하기 좋으나 교통이 불편해서 렌트카 여행 시 추천한다,2717,east,https://map.naver.com/p/entry/place/1104457165,09:00 ~ 17:00,3000원,40분,,,,,,,,,,,,,
67,제주김녕미로공원,제주특별자치도 제주시 구좌읍 만장굴길 122,사계절 푸르름을 유지하는 상록수 랠란디(Leylandii)가 수벽을 이루고 있는 우리나라 최초의 미로공원,"랠란디 나무 특유의 향기와, 공원 바닥 내 화산석 ‘송이’는 헛갈리는 미로를 헤매다 나온 여행자들에게 한결 맑은 기운을 느끼게 만든다", 공원 이곳저곳에 50여 마리의 고양이들이 자유롭게 살아가는 김녕미로공원은 우리나라 최초의 고양이 공원으로 알려질 만큼 어여쁜 고양이들을 구석구석에서 만날 수 있는 곳이다,운영 수익금을 매년 제주대학교를 비롯한 지역사회로 환원하고 있다,7164,east,https://map.naver.com/p/entry/place/12405292,09:00-17:50,7700원,1시간,,,,,,,,,,,,,
68,한림공원,제주특별자치도 제주시 한림읍 한림로 300,"아열대 식물원, 분재원, 민속마을, 야자수길, 동굴, 조류사파리, 연못정원, 수석전시관, 야외 산책 오솔길 등 9개 테마로 이루어진 테마 공원",10만 평의 거대한 규모이다,월 별 제주에서 볼 수 있는 다양한 꽃들을 만날 수 있는 장소이기도 하다,매년 1백만명 이상의 국내외 방문객들이 찾는 세계 유명 명소이다,12905,west,https://map.naver.com/p/entry/place/11491281,09:00 - 17:30,15000원,2시간,,,,,,,,,,,,,
69,한라산국립공원,제주특별자치도 제주시 1100로 2070-61,"지리산, 북한의 금강산과 함께 한반도의 3대 영산에 속하는 산","한반도의 최남단에 위치하고 있으며, 높이 해발 1,950m로 남한에서 가장 높다",다양한 식생 분포를 이뤄 학술적 가치가 매우 높다,유네스코가 지정한 · 세계생물권보존지역 · 세계자연유산 · 세계지질공원이다,513,south,https://map.naver.com/p/entry/place/16998220,코스별 상이,무료,9시간,,,,,,,,,,,,,
70,거문오름,제주특별자치도 제주시 조천읍 선교로 569-36,"제주도의 오름 중 유일하게 유네스코 세계자연유산에 등재됐으며, 숲이 우거져 검게 보여 검은 오름이라 하였다고 전해짐",거문 오름에서 흘러나온 용암류가 경사를 따라 북동쪽 해안가까지 흘러가면서 지질학적 가치가 높은 화산 지형과 용암 동굴을 만들어 냈다,"정상에 오르면 거문오름 용암동굴계를 만든 화산의 분화구가 한눈에 보이고, 분화구 안에는 낮게 솟아 오른 작은 봉우리들이 있다","주변에는 용암동굴을 비롯하여 산탄, 용암함몰구, 수직동굴, 식나무와 붓순나무 군락, 풍혈(바람 구멍)등 다양하게 발달한 화산 지형들을 관찰 할 수 있다",113,east,https://map.naver.com/p/entry/place/20378654,09:00-13:00,2000원,2시간,,,,,,,,,,,,,
71,포도뮤지엄,제주특별자치도 서귀포시 안덕면 산록남로 788,다양성을 존중하고 서로의 생각을 공유하는 전시를 볼 수 있는 열린 문화공간,"전시, 체험, 미디어 아트 등 다양한 감각적 경험을 선사한다",실내라서 비올 때 가기 좋다,포도뮤지엄이 직접 기획한 전시를 통해 개인과 사회에 대해 깊은 생각을 해볼 수 있다,2640,south,https://map.naver.com/p/entry/place/1515858677,10:00 ~ 18:00,무료,2시간,,,,,,,,,,,,,
72,아부오름,"제주특별자치도 제주시 구좌읍 송당리 산 164-1
",제주의 오름을 좀 더 가깝게 느낄 수 있는 아부오름,오름 둘레까지 오르는데 어렵지 않게 오를 수 있고 제주오름의 모습을 가깝게 느낄 수 있어 최근 각광 받고 있다,다른 오름에 비해서 삼나무가 많이 심어져 있어서 오솔길을 걷는 느낌을 받을 수 있다,일몰에 피크닉을 즐기기 좋다,13,east,https://map.naver.com/p/entry/place/13481082,상시개방,무료,30분,,,,,,,,,,,,,
73,감따남,제주특별자치도 서귀포시 월산로 16,감귤밭 체험과 카페를 동시에 즐길 수 있는 곳,내부에서는 창밖으로 귤밭을 보며 음료를 마실 수 있고 야외공간에는 곳곳에 테이블과 포토존이 있다,"감귤, 한라봉 철에는 예약 없이 바로 체험이 가능해 체험을 위해 방문하는 방문객들이 많다",농장에서 수확한 만감류를 이용한 메뉴들 위주로 판매하고 있으며 음료와 더불어 귤꽃피크닉 세트를 판매하고 있어 구매 시 야외 귤밭에서 피크닉을 즐길 수 있다,508,south,https://map.naver.com/p/entry/place/1540496129,11:00 ~ 18:00,15000원,2시간,,,,,,,,,,,,,
74,숨도,제주특별자치도 서귀포시 일주동로 8941 (호근동),제주 고유의 자연생태를 아끼고 보존하고자 20여년의 세월동안 지극하게 가꿔 온 제주형 생태정원& 카페 문화공간,국내 및 제주에 서식지를 둔 귀한 야생화들이 사시사철 다른 모습으로 다채롭게 어우러진 정원산책을 즐길 수 있다,"야외정원, 실내전시장, 카페시설을 이용할 수 있다",< 사운드 오브 아일랜드 홀 > 에서 15000장의 LP 음악을 즐길 수 있다,1077,south,https://map.naver.com/p/entry/place/11562701,08:00 ~ 18:00,6000원,2시간,,,,,,,,,,,,,
75,이중섭미술관,제주특별자치도 서귀포시 이중섭로 27-3,불운한 시대의 천재 화가 이중섭의 작품을 전시한 미술관,천재화가 이중섭의 그의 높은 창작 열의와 불멸의 예술성을 후대에 기리고자 건립된 전시관,문화인들의 기증과 노력으로 이중섭의 서귀포 생활 당시의 모습이 담긴 작품을 비롯해 여러 작품이 전시되고 있다.,그 밖에 김환기(金煥基)·박생광(朴生光)·이응로(李應魯)·장욱진(張旭鎭) 등 30명이 넘는 현대 한국화가·서양화가 등의 작품도 전시되고 있다,2080,south,https://map.naver.com/p/entry/place/13178908,09:30 - 17:30,1500원,1시간,,,,,,,,,,,,,
76,서귀다원,제주특별자치도 서귀포시 516로 717,"제주도 한라산 해발 250m 청정지역에서 재배된 제주 청정 유기농 녹차 공원
",입장료 5000원을 내면 광활한 녹차밭을 보며 차를 즐길 수 있다,유기농으로 재배하는 녹차밭과 시원하게 보이는 한라산의 분위기가 운치있는 차밭이다,"개인이 운영하는 작은 다원이지만, 좁은 길과 가지런한 차 밭이 수수하고 그림같이 아름답다",1229,south,https://map.naver.com/p/entry/place/13317323,09:00 ~ 17:00,5000원,1시간,,,,,,,,,,,,,
77,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,마음의 안식을 주는 동양 최대의 온실 식물원,"아름다운 땅이라는 뜻을 가진 여미지 식물원은 동양 최대의 온실정원을 소유하고 있으며, 넓게 펼쳐진 야외정원까지있는 실내외 식물원이다.","야외정원은 야자수와 같은 커다란 나무가 숲을 이루며, 한국, 일본, 이탈리아, 프랑스 등 각국의 나라 방식으로 재현한 정원 등을 감상할 수 있다.","온실정원은 신비의 정원, 꽃의 정원, 물의 정원, 선인장 정원, 열대 정원 등 다양한 정원들로 이루어져 있다.",5540,south,https://map.naver.com/p/entry/place/11583650,08:00 ~ 18:00,12000원,2시간,,,,,,,,,,,,,
78,월정투명카약,"제주특별자치도 제주시 구좌읍 월정리 1400-33
","바닷속을 직접 배안에서 볼 수 있는 카약체험
",바닷 속이 훤히 보이는 투명한 카약을 타고 바다 위를 둥둥 떠나니며 여유로움을 만끽하는 수상 체험이다,"월정리해변 이외에도 카약을 탈수 있는 곳이 몇 곳 있지만, 물이 맑고 수심이 얕은 월정리에서는 더 신비롭고 비교적 안정감을 주는 카약을 즐길 수 있다",바쁜 일상에서 벗어나 자연과 오로지 앞에 있는 사람에게만 집중할 수 있는 시간이 만들어져 커플과 사진찍기를 좋아하는 젊은 사람들 사이에 각광을 받는다,801,east,https://map.naver.com/p/entry/place/1020674760,10:00 ~ 18:00,15000원,30분,,,,,,,,,,,,,
79,제주월령리선인장군락,"제주특별자치도 제주시 한림읍 월령리 359-4
",이국적인 분위기를 풍기는 선인장 군락지,해안을 따라 높게 세워진 풍력발전기와 바위 틈과 마을 속 곳곳에 자리잡고 있는 '손바닥 선인장'을 쉽게 찾아볼 수 있다,여름이 되면 까만 현무암 사이로 노란 꽃과 자색 열매를 맺으며 장관을 이룬다.,산책하며 사진 찍기 좋다,22,west,https://map.naver.com/p/entry/place/13481089,상시개방,무료,30분,,,,,,,,,,,,,
80,본태박물관,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,"피카소, 달리, 백남준, 앤디 워홀, 쿠사마 야요이 등 세계적 예술 거장들의 현대미술작품과 한국 전통 공예품들이 조화를 이루어 전시되어 있는 박물관",프리츠커상(1995)을 수상한 건축가 안도 다다오(1941~)가 설계한 본태박물관은 빛과 물이 조화롭게 어우러진 건축의 뛰어난 수준을 보여준다.,전시 뿐 아니라 자선사업 · 교육 · 세미나 · 강연 등 다양한 활동을 펼치고 있는 복합문화공간이다,세계적인 건축가 안도다다오의 자연 친화적인 건축과 전통공예 · 현대미술이 조화를 이룬다,8818,south,https://map.naver.com/p/entry/place/31346905,10:00 ~ 18:00,25000원,2시간,,,,,,,,,,,,,
81,새연교,제주특별자치도 서귀포시 서홍동 707-4,"왼쪽으로 선착장, 오른쪽으로는 아름답게 펼쳐진 바다를 볼 수 있는, 서귀포항과 새섬을 연결하는 다리","주변에는 보행 산책로와 새섬 산책로, 뮤직 벤치 등이 설치되어 있어 관광을 하며 산책하기 좋다",각종 이벤트와 공연 행사 또한 이루어지고 있어 새연교를 방문하는 관광객들에게 즐길 거리를 제공하고 있다,밤에는 음악분수와 멋진 야경을 즐길 수 있다,34,south,https://map.naver.com/p/entry/place/17052534,상시개방,무료,2시간,,,,,,,,,,,,,
82,큰엉해안경승지,제주특별자치도 서귀포시 남원읍 태위로 522-17 큰엉전망대,화산 용암 덩어리와 바다가 만나 아름다운 해안 절경을 만든 곳,해안산책로를 따라 산책하기 좋다,일몰시간에 맞춰 방문하면 바다의 수평선 너머로 해가 뉘엿 뉘엿 지는 아름다운 모습을 볼 수 있다,그 유명한 한반도 포토스팟을 만날 수 있는 곳이다,34,south,https://map.naver.com/p/entry/place/37072419,상시개방,무료,1시간,,,,,,,,,,,,,
83,아날로그감귤밭,제주특별자치도 제주시 해안마을8길 46,아날로그 감성으로 가득 채워진 감귤 체험장 & 카페,귤이 나는 철에는 농약을 치지 않은 귤 밭에서 직접 귤을 따는 체험을 해볼수 있다,귤 밭 곳곳에 꾸며진 포토 스팟은 제주에서의 감귤 체험을 특별한 감성으로 채울 수 있게 공간을 선물한다,유기농 음료를 마실 수 있는 카페의 내부 공간도 카메라 셔터를 유발할 만큼 깔끔하고 감각 있게 꾸며져 있다,225,north,https://map.naver.com/p/entry/place/37072419,11:00 ~ 18:00,7000원,2시간,,,,,,,,,,,,,
84,여름문구사,"제주특별자치도 제주시 구좌읍 구좌로 77
",제주여행을 특별하게 기념할 수 있는 아기자기한 추억 보관소,아담한 시골 초등학교 옆에 자리한 여름문구사는 아이들보다 키덜트 취향을 저격하는 독특한 공간이다,"어릴 적 한 번쯤 먹어봤을 법한 불량 식품부터 세련된 다이어리, 촌스러움과 소박함의 경계를 오가는 그림엽서까지 귀여운 것들로 가득차있다.","각 아이템들마다 주인장의 센스있는 설명 글귀들이 써져 있는데, 소소한 웃음을 자아낸다.",258,east,https://map.naver.com/p/entry/place/37072818,11:00 ~ 18:00,평균 10000원,30분,,,,,,,,,,,,,
85,유민 미술관,제주특별자치도 서귀포시 성산읍 고성리 21,세계적인 건축가 안도 타다오가 설계한 국내 유일 아르누보 유리공예 미술관,절제된 건축양식과 노출 콘크리트로 유명한 건축가 안도 타다오의 건축물과 아르누보의 유리공예를 감상할 수 있는 곳이다,"관람자가 건물 곳곳에서 섭지코지의 물, 바람, 빛, 소리를 느낄 수 있도록 공간을 연출하였다",자연과 어우러지는 건축물을 좋아하는 안도타다오가 만든 돌액자 틈 사이로 보이는 제주 바다와 성산일출봉이 예술이다,2,east,https://map.naver.com/p/entry/place/1554696656,09:00 ~ 18:00,12000원,1시간,,,,,,,,,,,,,
86,노형 수퍼마켙,"제주특별자치도 제주시 노형로 89
",흑백의 제주라는 독특한 세계관을 보여주는 미디어아트 전시장,"우리가 사는 세상과 또 다른 세상을 연결 시켜주는 잃어버린 문, 1981년 어느날 노형수퍼마켙에 이 불안정한 문이 열려 제주의 색을 모두 빨아들인다는 세계관이다",다섯 가지 테마 중 시작은 ‘노형수퍼마켙’이다. 이곳은 오직 명도로만 구분되는 흰색과 검은색만이 존재한다,나머지 테마들에서는 하나의 색 또는 공간을 주제로 미디어 아트를 선사한다,8148,north,https://map.naver.com/p/entry/place/1573461858,09:00 ~ 19:00,15000원,2시간,,,,,,,,,,,,,
87,더마파크,제주특별자치도 제주시 한림읍 월림7길 155,세계최초의 말전문 테마공원,스펙타클한 기마공연과 함께 고품격승마등 볼거리와 즐길거리가 함께있는 체험형 테마공원이다,승마체험은 초보부터 전문가까지 아우르는 다양한 코스를 제공한다,"그밖에 기마공연, 말 먹이주기 체험, 카트체험 등이 있다",9635,west,https://map.naver.com/p/entry/place/13028494,09:00 ~ 17:00,22000원,3시간,,,,,,,,,,,,,
88,만춘서점,제주특별자치도 제주시 조천읍 함덕로 9,"좋은 책과 좋은 음악이 있는, 작지만 특별한 책방","창가에 있는 1인용 테이블에 앉아 책과 읽을 수 있고, 서점 앞 작은 마당에도 책을 읽을 수 있는 의자가 마련되어 있다.",주인장이 엄선한 좋은 책들이 진열되어 있다.,"책들뿐만 아니라 좋은 음악이 담겨있는 음반들이 CD, LP, 테이프 등 다양한 형태로 비치되어 있으며, 이외에도 예쁜 엽서나 메모지 등을 판매하고 있다.",729,north,https://map.naver.com/p/entry/place/930513503,11:00 ~ 18:00,평균 20000원,1시간,,,,,,,,,,,,,
89,연화차,제주특별자치도 제주시 조천읍 선교로 46,제주 동쪽 중산간 윗밤 오름과 알밤 오름 사이에 위치한 아름다운 작은 마을 선흘에서 부부가 운영하는 티클래스,일 년 동안 자연의 순환 안에서 각각의 시기에 피어나는 야생초를 직접 채취하며 차를 만든다,특별하게 준비된 스폐셜티 한 종류와 체질에 맞는 두 종류의 차를 정성껏 만든 세 가지의 다식과 함께 먹을 수 있다,100% 예약제로 운영된다,1383,east,https://map.naver.com/p/entry/place/1626068590,10:00 ~ 17:00,20000원,1시간,,,,,,,,,,,,,
90,제주불빛정원,"제주특별자치도 제주시 애월읍 평화로 2346
","아름다운 불빛 조형물과 따뜻한 모닥불, 자연과 휴식이 있는 매력적인 야경의 별이 빛나는 밤 아름다운 추억 테마파크",일몰부터 자정까지 밤의 정취를 만끽하는 제주시의 대표적인 야간 명소다,"화려한 불빛과 음악, 분위기 있는 포토존이 어우러져 늦은 밤까지 시간을 보내기 좋다",제주 시내와 가깝고 도로에 인접해 찾아가기도 편하다,4853,north,https://map.naver.com/p/entry/place/876072168,17:00 ~ 24:00,12000원,1시간,,,,,,,,,,,,,